,microsecs,n_reprocessing
707689,1640,0
707717,1778,0
707748,1409,0
707790,1682,0
707850,992,0
707926,1684,0
707970,1094,0
707993,918,0
708069,1236,0
708096,1751,0
708115,852,0
708146,809,0
708222,2147,0
708288,2442,0
708320,1521,0
708343,1289,0
708379,1508,0
708394,1419,0
708418,1078,0
708430,1201,0
708473,2136,0
708512,922,0
708592,1953,0
708640,1875,0
708668,1460,0
708712,1484,0
708746,1609,0
708776,1733,0
708839,1047,0
708934,711,0
709026,2228,0
709046,1035,0
709104,1637,0
709118,1004,0
709183,1448,0
709198,1782,0
709245,859,0
709329,1855,0
709340,800,0
709376,1553,0
709412,1045,0
709456,1625,0
709483,1521,0
709552,1384,0
709607,645,0
709691,1840,0
709735,1653,0
709771,1733,0
709786,1843,0
709814,1362,0
709847,1496,0
709904,1051,0
709967,1704,0
710017,1970,0
710343,645,0
710416,1296,0
710463,1188,0
710499,1710,0
710534,1481,0
710554,1714,0
710629,999,0
710657,2253,0
710715,1208,0
710743,1724,0
710771,1028,0
710806,1007,0
710818,1686,0
710841,1369,0
710863,743,0
710883,1085,0
710919,1537,0
710947,1485,0
710960,1593,0
711006,781,0
711189,742,0
711281,1460,0
711317,1403,0
711340,1728,0
711365,1335,0
711403,1203,0
711429,1676,0
711459,1272,0
711490,1408,0
711584,1732,0
711595,1295,0
711715,1926,0
711751,873,0
711867,1443,0
711895,1023,0
711934,686,0
712010,965,0
712057,1515,0
712123,815,0
712386,1021,0
712469,1621,0
712508,1059,0
712585,943,0
712619,858,0
712654,1149,0
712687,1381,0
712786,618,0
712811,1478,0
712930,1210,0
712989,993,0
713057,1271,0
713088,952,0
713164,1281,0
713184,1213,0
713212,1033,0
713363,763,0
713439,1274,0
713478,944,0
713597,1702,0
713638,1764,0
713694,1578,0
713753,814,0
713861,1617,0
713961,1377,0
714000,928,0
714074,1245,0
714168,1364,0
714196,976,0
714209,1067,0
714255,769,0
714339,1471,0
714362,1256,0
714414,669,0
714497,704,0
714525,1398,0
714560,1341,0
714580,1214,0
714607,1004,0
714619,1239,0
714687,1371,0
714719,2169,0
714773,1144,0
714804,1242,0
714937,1557,0
714964,1981,0
714991,703,0
715094,804,0
715225,1533,0
715266,3319,0
715272,1666,0
715317,1581,0
715379,793,0
715463,831,0
715478,751,0
715500,1534,0
715542,1047,0
715620,1148,0
715638,1150,0
715701,1066,0
715788,886,0
715857,948,0
715883,1071,0
715916,1636,0
715947,1520,0
715975,1371,0
716003,1019,0
716058,989,0
716153,927,0
716237,1733,0
716256,756,0
716284,1599,0
716304,1189,0
716333,1435,0
716379,750,0
716453,1242,0
716491,1492,0
716527,1430,0
716539,1190,0
716581,1270,0
716600,622,0
716628,1454,0
716648,936,0
716684,1651,0
716712,1073,0
716765,1363,0
716792,1188,0
716820,1208,0
716855,1505,0
716876,1356,0
716924,1246,0
716998,905,0
717073,1571,0
717092,1079,0
717149,1645,0
717177,1567,0
717205,1753,0
717225,1550,0
717247,1248,0
717291,816,0
717375,1911,0
717395,1675,0
717423,1351,0
717443,1055,0
717462,1117,0
717482,1808,0
717527,1791,0
717553,1562,0
717568,1637,0
717675,1631,0
717740,1498,0
717764,1390,0
717797,1238,0
717927,801,0
718106,1054,0
718118,1289,0
718146,1263,0
718166,1247,0
718186,1044,0
718214,1822,0
718245,938,0
718336,1342,0
718355,644,0
718402,837,0
718478,1947,0
718497,1774,0
718517,690,0
718588,822,0
718670,1265,0
718700,1916,0
718751,1614,0
718778,1574,0
718803,1559,0
718865,1198,0
718896,988,0
718972,2845,0
719012,1328,0
719124,1691,0
719142,780,0
719170,1008,0
719210,1774,0
719234,1365,0
719269,1477,0
719311,1487,0
719360,1433,0
719393,1526,0
719429,1593,0
719441,861,0
719469,1631,0
719508,884,0
719584,1662,0
719604,1688,0
719640,1238,0
719695,1041,0
719814,813,0
719914,1267,0
719942,1253,0
719971,1822,0
720038,1680,0
720077,848,0
720148,980,0
720205,1475,0
720233,1598,0
720245,1192,0
720264,1385,0
720308,1399,0
720420,1489,0
720464,1817,0
720496,1598,0
720524,1865,0
720552,2061,0
720588,1668,0
720640,1630,0
720668,1367,0
720696,1501,0
720732,1388,0
720751,761,0
720774,1605,0
720799,1182,0
720862,699,0
720938,1290,0
720966,1707,0
721018,1226,0
721054,1170,0
721074,1374,0
721097,1751,0
721127,2304,0
721169,978,0
721245,1685,0
721299,724,0
721375,1627,0
721419,1247,0
721463,1534,0
721483,1739,0
721511,1578,0
721542,894,0
721600,1147,0
721646,1415,0
721698,1256,0
721725,1014,0
721745,1583,0
721808,721,0
721888,1409,0
721912,1872,0
722055,844,0
722151,1640,0
722212,1634,0
722243,1246,0
722271,1840,0
722299,1671,0
722311,1249,0
722339,1052,0
722366,1154,0
722385,1025,0
722413,1116,0
722449,1695,0
722469,1386,0
722504,839,0
722548,1750,0
722648,2461,0
722766,853,0
722846,1775,0
722871,1311,0
722941,1029,0
723054,1769,0
723087,1529,0
723128,1573,0
723159,1780,0
723222,1591,0
723242,1401,0
723262,1679,0
723372,1802,0
723417,808,0
723512,872,0
723594,1332,0
723618,878,0
723702,1826,0
723749,870,0
723886,1438,0
723917,1907,0
723956,1123,0
724040,1892,0
724140,1616,0
724160,1454,0
724203,646,0
724258,1183,0
724348,1845,0
724376,1285,0
724412,1489,0
724440,1350,0
724472,1353,0
724504,1682,0
724540,1919,0
724560,882,0
724599,923,0
724789,974,0
724889,1369,0
724909,1165,0
724945,1480,0
724988,1420,0
725016,2551,0
725045,1517,0
725080,1750,0
725095,1513,0
725112,1099,0
725143,825,0
725219,1752,0
725255,1796,0
725283,1226,0
725429,920,0
725464,1174,0
725483,860,0
725503,1845,0
725523,1184,0
725543,942,0
725600,1855,0
725646,1807,0
725686,1688,0
725725,1274,0
725745,1371,0
725789,1414,0
725816,1065,0
725836,752,0
725883,1131,0
725978,704,0
726054,1198,0
726080,3456,0
726092,7374,0
726134,1412,0
726156,1239,0
726168,787,0
726180,1468,0
726247,1680,0
726350,1550,0
726429,1365,0
726457,1998,0
726493,1034,0
726521,1393,0
726549,1691,0
726569,1678,0
726589,876,0
726626,1182,0
726653,1607,0
726736,1974,0
726749,1486,0
726769,1360,0
726797,805,0
726924,1008,0
727080,1426,0
727092,1119,0
727128,1687,0
727164,1163,0
727197,1755,0
727239,906,0
727309,1322,0
727371,1696,0
727387,1486,0
727407,1538,0
727427,1235,0
727447,1420,0
727490,1271,0
727514,1122,0
727541,684,0
727644,1036,0
727736,1734,0
727748,1322,0
727776,1078,0
727820,1433,0
727864,1337,0
727885,892,0
727947,1033,0
728022,1238,0
728161,1012,0
728215,937,0
728295,2053,0
728367,1597,0
728387,937,0
728425,1268,0
728459,1162,0
728520,1907,0
728550,1511,0
728595,1488,0
728616,1545,0
728638,902,0
728685,832,0
728788,848,0
728864,1574,0
728892,1076,0
728920,1151,0
728967,834,0
729044,1769,0
729071,1206,0
729083,1102,0
729103,1196,0
729131,961,0
729175,1736,0
729187,1753,0
729300,1832,0
729339,1537,0
729366,1388,0
729402,1551,0
729422,1244,0
729434,1569,0
729462,1193,0
729482,1691,0
729510,980,0
729549,606,0
729625,1455,0
729637,1107,0
729689,1303,0
729733,1480,0
729767,1691,0
729804,1238,0
729824,1235,0
729870,1552,0
729910,1395,0
729938,1582,0
729982,1934,0
730036,821,0
730120,1508,0
730139,1024,0
730159,1614,0
730179,981,0
730199,1572,0
730227,1013,0
730247,1453,0
730294,838,0
730370,1365,0
730382,824,0
730393,463,0
730429,1620,0
730548,1069,0
730628,1508,0
730684,1384,0
730709,1276,0
730729,1015,0
730757,1778,0
730793,1462,0
730805,1186,0
730852,3267,0
730874,1383,0
730931,990,0
731015,1384,0
731054,783,0
731146,1188,0
731158,1701,0
731170,1174,0
731221,864,0
731263,1579,0
731277,1201,0
731304,851,0
731332,1330,0
731360,1260,0
731396,1469,0
731435,1361,0
731592,3382,0
731619,1420,0
731642,1358,0
731667,1148,0
731793,781,0
731876,1046,0
731904,1016,0
731932,1763,0
731943,588,0
731982,830,0
732050,1243,0
732071,1002,0
732098,1210,0
732118,877,0
732218,774,0
732253,470,0
732265,1519,0
732284,1159,0
732324,1027,0
732355,1018,0
732383,1000,0
732409,1022,0
732437,1806,0
732476,1423,0
732509,1776,0
732540,912,0
732642,1363,0
732710,849,0
732810,1262,0
732974,1497,0
733010,897,0
733054,1086,0
733093,850,0
733209,1717,0
733239,1706,0
733265,987,0
733293,1113,0
733321,1410,0
733353,1384,0
733393,1606,0
733424,1392,0
733500,899,0
733600,1447,0
733620,1668,0
733656,1280,0
733688,1347,0
733720,2204,0
733767,753,0
733882,1402,0
733929,1031,0
734034,1465,0
734185,1736,0
734309,1238,0
734464,1225,0
734588,1433,0
734651,865,0
734762,779,0
734893,1215,0
734921,1324,0
734960,819,0
735064,1075,0
735088,1331,0
735247,1479,0
735288,1533,0
735308,1109,0
735328,1137,0
735364,1457,0
735383,837,0
735443,1330,0
735472,1465,0
735502,1467,0
735541,898,0
735569,1771,0
735602,1419,0
735624,563,0
735678,874,0
735782,1699,0
735797,1342,0
735809,1770,0
735828,1233,0
735872,2615,0
735891,1298,0
735903,1168,0
735939,1138,0
735966,887,0
736013,876,0
736121,1597,0
736139,1678,0
736168,1099,0
736188,2517,0
736270,1791,0
736298,1785,0
736318,1077,0
736340,1289,0
736501,1402,0
736537,1357,0
736624,810,0
736731,1766,0
736775,1592,0
736830,683,0
736954,1569,0
736966,1313,0
736978,987,0
736997,681,0
737029,1727,0
737060,1234,0
737111,1541,0
737123,1396,0
737210,1013,0
737321,787,0
737376,1221,0
737449,1576,0
737464,662,0
737587,1498,0
737598,1233,0
737626,1363,0
737647,1680,0
737666,3904,0
737702,1537,0
737733,876,0
737833,1115,0
737869,964,0
738224,2321,0
738268,1544,0
738288,1464,0
738335,692,0
738427,1438,0
738463,1410,0
738507,987,0
738559,1229,0
738579,1840,0
738618,868,0
738733,1919,0
738744,1069,0
738788,1066,0
738827,640,0
738931,1689,0
739118,1420,0
739145,1014,0
739221,1243,0
739288,1643,0
739321,1475,0
739335,762,0
739363,1298,0
739383,1471,0
739411,1549,0
739430,736,0
739481,1377,0
739620,1287,0
739736,845,0
739803,1531,0
739823,1246,0
739835,971,0
739935,1563,0
739947,882,0
739966,560,0
739986,1440,0
740094,1473,0
740114,1280,0
740134,1464,0
740173,846,0
740284,608,0
740376,1630,0
740415,1444,0
740440,1083,0
740510,703,0
740642,1696,0
740669,541,0
740708,941,0
740800,1165,0
740831,1500,0
740875,1116,0
740908,1341,0
740930,892,0
741099,2767,0
741123,1403,0
741173,755,0
741281,4722,0
741336,1683,0
741439,855,0
741535,1408,0
741567,7631,0
741579,849,0
741599,1407,0
741627,1816,0
741638,668,0
741674,908,0
741694,1017,0
741714,1232,0
741757,1098,0
741808,1645,0
741837,1173,0
741868,781,0
741992,1867,0
742013,1234,0
742040,1132,0
742065,1329,0
742088,1401,0
742135,962,0
742227,1485,0
742239,1355,0
742310,1007,0
742401,1207,0
742421,1370,0
742433,1228,0
742461,1245,0
742489,1521,0
742509,1589,0
742528,712,0
742651,1585,0
742663,1359,0
742710,862,0
742802,1756,0
742877,1332,0
742934,1754,0
742954,1465,0
742993,813,0
743112,1489,0
743222,970,0
743418,1067,0
743445,675,0
743468,891,0
743568,1844,0
743716,1365,0
743840,1683,0
743867,1532,0
743890,1577,0
744033,1065,0
744053,1749,0
744117,1747,0
744141,1506,0
744161,1531,0
744397,1028,0
744417,1297,0
744445,1124,0
744534,774,0
744762,1498,0
744774,1450,0
744794,1459,0
744813,810,0
744835,1213,0
744857,1288,0
744879,1473,0
744897,1212,0
744950,1338,0
745005,1452,0
745025,964,0
745165,1028,0
745300,839,0
745421,1716,0
745443,1401,0
745455,1322,0
745499,1703,0
745519,1407,0
745538,761,0
745565,855,0
745615,1431,0
745809,1403,0
745821,1835,0
745844,1521,0
746056,1249,0
746092,1843,0
746104,1403,0
746147,1398,0
746166,875,0
746205,955,0
746313,1618,0
746383,1180,0
746416,1251,0
746444,1464,0
746464,1605,0
746492,865,0
746535,1700,0
746562,1124,0
746711,1439,0
746826,1191,0
746845,983,0
746865,1641,0
746885,1290,0
746897,1336,0
746927,1305,0
746969,1274,0
747019,877,0
747047,1936,0
747067,1568,0
747095,1297,0
747139,1349,0
747159,1643,0
747170,821,0
747209,1152,0
747320,906,0
747415,1723,0
747431,1336,0
747458,1355,0
747494,1434,0
747521,892,0
747549,1515,0
747588,959,0
747686,1552,0
747700,1090,0
747728,1212,0
747740,1198,0
747752,1176,0
747780,1104,0
747803,791,0
747894,1573,0
747914,1008,0
747946,1658,0
747977,1382,0
748008,1124,0
748107,1290,0
748140,1541,0
748174,971,0
748273,1040,0
748401,1379,0
748428,1820,0
748445,1092,0
748476,840,0
748568,964,0
748646,975,0
748845,840,0
748972,1045,0
749075,954,0
749298,1091,0
749328,863,0
749351,1534,0
749367,1429,0
749418,819,0
749430,1319,0
749450,1575,0
749462,1146,0
749488,1533,0
749500,1231,0
749546,829,0
749734,1612,0
749753,825,0
749764,768,0
749784,1493,0
749836,1218,0
749869,1635,0
749884,1431,0
749896,1407,0
749934,1398,0
749959,770,0
750005,918,0
750129,1651,0
750149,1366,0
750264,1144,0
750287,1542,0
750304,1296,0
750343,1092,0
750358,1395,0
750374,1840,0
750421,1195,0
750459,1292,0
750477,1448,0
750497,1115,0
750521,1508,0
750545,1143,0
750669,2285,0
750921,1394,0
750940,847,0
750963,729,0
751054,844,0
751083,940,0
751111,724,0
751131,1658,0
751143,1189,0
751155,932,0
751175,902,0
751196,840,0
751239,778,0
751258,756,0
751289,647,0
751392,612,0
751484,1768,0
751512,777,0
751524,944,0
751551,1441,0
751667,961,0
751687,849,0
751731,1346,0
751779,936,0
751825,1634,0
751866,1074,0
751902,1463,0
751930,1610,0
751957,1675,0
752004,817,0
752096,1081,0
752124,1375,0
752249,1317,0
752275,1105,0
752286,765,0
752301,696,0
752399,1143,0
752411,1417,0
752446,789,0
752597,695,0
752728,1801,0
752747,1435,0
752823,1861,0
752835,1260,0
752886,1499,0
752898,1544,0
752973,1342,0
753043,876,0
753197,1586,0
753241,1495,0
753256,1231,0
753319,1028,0
753558,834,0
753642,1923,0
753662,1454,0
753805,1494,0
753912,827,0
753940,1510,0
753955,835,0
754174,926,0
754306,1321,0
754342,1383,0
754357,998,0
754432,1541,0
754483,1028,0
754514,788,0
754581,807,0
754617,1908,0
754653,1966,0
754684,898,0
754736,1566,0
754780,1810,0
754864,1521,0
754891,1447,0
754962,827,0
755029,1671,0
755056,1172,0
755075,1687,0
755127,1283,0
755158,842,0
755340,900,0
755411,881,0
755514,889,0
755574,993,0
755586,1455,0
755606,1296,0
755644,1466,0
755670,1384,0
755682,1355,0
755701,1126,0
755713,1515,0
755733,794,0
755921,1599,0
755957,1335,0
755980,740,0
756079,1568,0
756091,1484,0
756127,1792,0
756147,1474,0
756166,1288,0
756208,794,0
756212,1811,0
756224,839,0
756388,1337,0
756431,1504,0
756450,1310,0
756466,1609,0
756474,1747,0
756541,1480,0
756648,885,0
756660,1125,0
756784,1734,0
756831,2464,0
756881,1726,0
756906,1304,0
756931,983,0
756934,13637,0
756954,684,0
756981,1004,0
757001,1445,0
757123,1075,0
757135,1644,0
757155,1403,0
757204,1430,0
757230,737,0
757309,762,0
757393,2530,0
757448,854,0
757508,1095,0
757616,1541,0
757637,1538,0
757699,970,0
757751,1681,0
757798,699,0
757880,989,0
757907,1685,0
757936,1510,0
757948,1544,0
757968,1155,0
758020,1992,0
758032,1418,0
758052,2313,0
758071,1536,0
758098,971,0
758153,793,0
758261,1842,0
758292,1052,0
758383,1088,0
758410,1304,0
758446,1386,0
758469,897,0
758580,1001,0
758664,1320,0
758708,1101,0
758728,1432,0
758763,643,0
758780,1020,0
758810,1070,0
758830,1195,0
758896,1628,0
758947,1823,0
758966,731,0
759000,1364,0
759029,1310,0
759056,1251,0
759076,1654,0
759104,1404,0
759124,1716,0
759159,1671,0
759198,912,0
759296,1560,0
759358,1773,0
759413,999,0
759505,1757,0
759567,779,0
759699,1324,0
759750,1464,0
759783,1513,0
759800,1606,0
759836,893,0
759953,1441,0
760089,1839,0
760104,1576,0
760115,982,0
760143,1723,0
760304,1841,0
760326,1092,0
760369,2225,0
760417,1468,0
760441,1237,0
760469,1620,0
760599,1230,0
760627,1045,0
760654,1610,0
760674,1422,0
760705,967,0
760797,1585,0
760852,668,0
760944,1415,0
760964,1391,0
760988,948,0
761018,1601,0
761039,1418,0
761162,1111,0
761174,1119,0
761217,1121,0
761237,1471,0
761376,1443,0
761511,872,0
761614,810,0
761706,1435,0
761726,1508,0
761769,1035,0
761797,1579,0
761819,1080,0
761860,1272,0
761884,1783,0
761911,1451,0
761936,1022,0
761983,838,0
762066,1065,0
762107,1771,0
762131,1653,0
762159,1303,0
762188,1776,0
762213,1468,0
762249,1755,0
762288,646,0
762388,1733,0
762408,1108,0
762434,2132,0
762447,1616,0
762467,787,0
762493,1729,0
762513,1531,0
762524,768,0
762552,1528,0
762591,1277,0
762767,1490,0
762787,1816,0
762850,877,0
762949,996,0
762988,773,0
763091,823,0
763182,1040,0
763202,874,0
763263,873,0
763362,1347,0
763465,761,0
763557,4801,0
763573,1306,0
763581,1194,0
763634,2155,0
763646,872,0
763736,846,0
763801,1564,0
763829,1097,0
763857,3112,0
763885,1188,0
763928,1642,0
763947,849,0
764001,773,0
764093,1069,0
764113,1329,0
764168,618,0
764299,1777,0
764336,1361,0
764348,1433,0
764387,811,0
764490,835,0
764593,734,0
764701,1386,0
764721,1416,0
764740,935,0
764776,1255,0
764804,1563,0
764867,1055,0
764959,1767,0
765096,1662,0
765111,1666,0
765163,1189,0
765182,1014,0
765312,1090,0
765335,1533,0
765360,1386,0
765373,1288,0
765432,1293,0
765450,1511,0
765485,1022,0
765505,1019,0
765533,1814,0
765564,1579,0
765604,768,0
765616,1338,0
765653,1430,0
765691,949,0
765783,1647,0
765955,1764,0
765991,1618,0
766035,1306,0
766159,1692,0
766179,1558,0
766403,1531,0
766432,1218,0
766479,1763,0
766627,896,0
766663,1579,0
766795,1525,0
766833,1039,0
766893,782,0
766985,2409,0
767045,1541,0
767065,1184,0
767107,1343,0
767121,1373,0
767148,1103,0
767168,1458,0
767188,1276,0
767240,1584,0
767259,1359,0
767367,1594,0
767395,2603,0
767535,1536,0
767566,754,0
767706,2333,0
767806,1592,0
767844,1289,0
767896,846,0
768022,731,0
768110,1002,0
768136,1210,0
768168,1477,0
768192,1396,0
768231,1428,0
768251,1604,0
768278,1650,0
768299,1356,0
768318,846,0
768338,1545,0
768351,1326,0
768426,1779,0
768437,1025,0
768457,1631,0
768589,1715,0
768609,1340,0
768656,717,0
768755,1982,0
768795,642,0
768909,1760,0
768953,1643,0
769013,994,0
769049,1203,0
769101,1015,0
769128,1114,0
769175,795,0
769370,1070,0
769390,1205,0
769410,1252,0
769422,952,0
769477,867,0
769585,904,0
769662,1449,0
769678,1045,0
769723,806,0
769831,1354,0
769856,1316,0
769918,1172,0
769942,1497,0
770054,1345,0
770080,1706,0
770108,1246,0
770130,967,0
770154,1281,0
770182,1607,0
770202,1565,0
770213,1028,0
770249,1552,0
770274,1311,0
770327,1526,0
770394,1532,0
770414,1261,0
770442,1866,0
770467,1438,0
770687,1733,0
770737,1508,0
770865,1172,0
770893,1713,0
770924,935,0
771020,1216,0
771044,1172,0
771088,1176,0
771135,878,0
771251,1620,0
771287,1049,0
771332,831,0
771432,1376,0
771461,1526,0
771607,1636,0
771627,1142,0
771654,1017,0
771682,901,0
771718,1674,0
771739,1322,0
771769,1518,0
771794,1143,0
771822,2090,0
771833,961,0
771860,923,0
771943,1686,0
771997,862,0
772123,845,0
772231,1633,0
772242,1050,0
772269,1349,0
772282,1486,0
772361,2303,0
772428,1326,0
772456,2528,0
772588,1432,0
772634,1183,0
772659,1371,0
772699,983,0
772821,1955,0
772840,1535,0
772860,1583,0
772880,1637,0
772905,1406,0
772932,1580,0
772956,877,0
772992,1971,0
773020,1212,0
773048,1352,0
773103,966,0
773238,867,0
773346,1738,0
773390,1877,0
773413,1391,0
773437,677,0
773457,1507,0
773477,1038,0
773505,1384,0
773560,797,0
773676,1654,0
773704,1475,0
773731,1127,0
773788,2278,0
773802,1118,0
773834,2420,0
773841,1431,0
773883,1608,0
773938,1536,0
773974,1135,0
774018,2285,0
774038,983,0
774066,1179,0
774094,1607,0
774122,1334,0
774142,1253,0
774181,673,0
774281,748,0
774344,876,0
774447,1612,0
774496,1291,0
774523,1061,0
774556,766,0
774595,1742,0
774655,1784,0
774678,897,0
774712,1405,0
774755,1602,0
774794,922,0
774894,1238,0
774949,691,0
775052,1695,0
775085,1351,0
775108,990,0
775133,916,0
775185,1858,0
775221,1030,0
775257,1623,0
775277,1490,0
775321,1659,0
775333,960,0
775372,817,0
775504,1489,0
775524,987,0
775552,1075,0
775572,1093,0
775611,741,0
775714,1469,0
775779,1379,0
775814,627,0
775842,2232,0
775873,1261,0
775982,1275,0
776028,852,0
776128,1262,0
776180,1346,0
776227,804,0
776354,774,0
776458,1583,0
776487,1536,0
776510,1061,0
776530,920,0
776577,773,0
776679,1301,0
776712,1154,0
776775,796,0
776874,1337,0
776914,959,0
777014,906,0
777069,821,0
777185,1673,0
777204,681,0
777259,1013,0
777389,829,0
777414,1720,0
777439,1530,0
777465,1250,0
777497,1712,0
777533,1366,0
777556,748,0
777576,982,0
777623,1024,0
777742,792,0
777842,1145,0
777988,1576,0
778009,1241,0
778045,937,0
778072,626,0
778101,1353,0
778162,969,0
778273,802,0
778381,1543,0
778417,1007,0
778452,1410,0
778488,1667,0
778514,816,0
778558,1392,0
778584,1761,0
778606,1255,0
778625,1017,0
778653,1898,0
778684,892,0
778784,876,0
778812,1407,0
778864,1338,0
778899,1459,0
778942,1915,0
778969,1331,0
779077,1280,0
779097,1150,0
779140,1377,0
779183,1340,0
779203,1461,0
779262,1194,0
779282,1128,0
779317,1686,0
779360,646,0
779404,1999,0
779424,1809,0
779487,793,0
779579,1585,0
779649,789,0
779745,1593,0
779771,1278,0
779815,825,0
779962,1608,0
779982,1016,0
780053,722,0
780180,835,0
780271,1139,0
780283,1798,0
780295,1416,0
780323,864,0
780358,1768,0
780379,1503,0
780421,1576,0
780446,1132,0
780468,1733,0
780484,1507,0
780546,1183,0
780581,1741,0
780649,1116,0
780677,1866,0
780697,1696,0
780735,884,0
780827,1380,0
780898,916,0
780989,767,0
781009,1759,0
781021,1114,0
781033,1295,0
781069,1752,0
781209,1676,0
781235,1667,0
781260,770,0
781351,549,0
781379,1145,0
781434,938,0
781641,2577,0
781680,1423,0
781721,780,0
781829,1807,0
781853,1479,0
781887,1072,0
781986,1210,0
782005,809,0
782038,1631,0
782080,858,0
782226,1232,0
782238,917,0
782276,862,0
782368,1580,0
782396,1023,0
782415,932,0
782435,1512,0
782458,1432,0
782490,1107,0
782510,1337,0
782530,1059,0
782550,1245,0
782598,1460,0
782622,1453,0
782634,1047,0
782662,1441,0
782682,1329,0
782793,792,0
782885,1352,0
783176,1887,0
783197,1609,0
783232,1481,0
783266,1012,0
783409,944,0
783521,1832,0
783544,1438,0
783669,1383,0
783693,1620,0
783731,1017,0
783918,1678,0
783946,1445,0
783981,1188,0
784025,2404,0
784050,1285,0
784102,2029,0
784146,1710,0
784253,1466,0
784265,2759,0
784348,1016,0
784368,1299,0
784495,893,0
784611,1097,0
784639,961,0
784678,854,0
784770,1520,0
784798,938,0
784834,1588,0
784854,1742,0
784901,944,0
785029,1572,0
785052,1912,0
785072,1085,0
785103,1237,0
785127,1485,0
785139,1178,0
785183,1343,0
785214,924,0
785322,1645,0
785344,1191,0
785369,907,0
785405,1598,0
785433,1495,0
785469,1474,0
785508,1057,0
785608,835,0
785655,1036,0
785755,2547,0
785809,1663,0
785957,1570,0
786001,1091,0
786108,2662,0
786153,1024,0
786188,1615,0
786222,1330,0
786259,1549,0
786286,1809,0
786321,3592,0
786373,1751,0
786393,863,0
786420,1245,0
786456,1493,0
786503,928,0
786606,944,0
786705,1591,0
786741,1916,0
786753,1886,0
786781,1491,0
786860,959,0
786964,1742,0
787014,1181,0
787106,1247,0
787137,1246,0
787161,1164,0
787215,899,0
787307,1468,0
787334,703,0
787394,925,0
787444,1196,0
787464,1821,0
787492,1632,0
787523,826,0
787615,1609,0
787635,909,0
787670,804,0
787716,835,0
787813,1688,0
787852,1128,0
787880,1492,0
787892,865,0
787905,868,0
787932,1328,0
788053,1407,0
788111,1717,0
788227,1058,0
788263,1080,0
788286,1130,0
788325,2083,0
788385,1490,0
788413,1274,0
788457,2176,0
788480,1293,0
788601,1482,0
788621,1756,0
788640,1083,0
788676,1671,0
788715,1624,0
788863,635,0
788995,1636,0
789023,1503,0
789066,1747,0
789099,1435,0
789130,1630,0
789149,650,0
789169,1463,0
789189,1565,0
789220,1440,0
789261,1039,0
789289,1728,0
789324,1072,0
789366,927,0
789389,1271,0
789437,994,0
789457,1345,0
789469,1637,0
789489,1243,0
789533,1587,0
789552,1125,0
789573,1162,0
789600,1568,0
789639,907,0
789826,1100,0
789850,1754,0
789908,1160,0
790130,788,0
790245,1111,0
790256,644,0
790268,1563,0
790294,1923,0
790316,1816,0
790362,719,0
790498,1380,0
790544,1253,0
790587,1180,0
790739,833,0
790859,1643,0
790989,745,0
791169,1169,0
791189,1413,0
791207,1545,0
791243,1586,0
791273,1297,0
791303,1798,0
791348,1078,0
791464,1761,0
791516,1251,0
791536,1032,0
791583,977,0
791687,1350,0
791711,2149,0
791742,931,0
791833,1211,0
791853,1364,0
791873,1773,0
791909,1784,0
791949,2866,0
792039,1888,0
792074,654,0
792100,1551,0
792126,1637,0
792153,1734,0
792178,1358,0
792315,1022,0
792468,1442,0
792500,1485,0
792524,1891,0
792570,1718,0
792610,715,0
792702,882,0
792765,856,0
792955,1577,0
792973,1317,0
793001,1570,0
793021,1274,0
793073,1911,0
793093,1016,0
793113,1113,0
793139,1093,0
793159,2758,0
793190,1372,0
793209,1258,0
793262,729,0
793362,2569,0
793377,1343,0
793402,1542,0
793518,1950,0
793538,1444,0
793566,1339,0
793597,914,0
793684,1118,0
793727,1629,0
793778,862,0
793893,1382,0
793935,845,0
793982,927,0
794074,1890,0
794094,1551,0
794122,1711,0
794161,826,0
794257,1657,0
794280,758,0
794316,1541,0
794409,812,0
794585,1488,0
794608,1067,0
794627,1259,0
794655,1058,0
794678,1331,0
794702,945,0
794734,1456,0
794759,1046,0
794805,1469,0
794832,1472,0
794866,709,0
794977,883,0
795108,1433,0
795128,940,0
795172,1386,0
795200,1445,0
795228,1577,0
795256,1367,0
795315,1648,0
795341,1536,0
795371,1580,0
795399,1628,0
795443,1616,0
795478,1205,0
795498,1105,0
795553,701,0
795648,1555,0
795708,1260,0
795725,1215,0
795753,1317,0
795773,1332,0
795797,1601,0
795824,1278,0
796101,1822,0
796124,1176,0
796144,817,0
796172,850,0
796315,810,0
796412,1754,0
796459,1443,0
796486,1250,0
796525,798,0
796634,1527,0
796661,1616,0
796817,2037,0
796855,1749,0
796880,1075,0
796923,1039,0
796959,1507,0
796993,1658,0
797023,1553,0
797075,1379,0
797102,1498,0
797149,721,0
797241,1584,0
797256,1372,0
797408,1578,0
797428,1448,0
797440,1109,0
797527,1075,0
797619,1227,0
797673,1452,0
797702,1197,0
797734,1918,0
797754,1083,0
797774,1639,0
797802,1009,0
797854,1170,0
797933,917,0
798025,1244,0
798102,8017,0
798280,1115,0
798296,3696,0
798328,1067,0
798339,2631,0
798383,1671,0
798488,1318,0
798543,800,0
798666,727,0
798769,652,0
798812,575,0
798828,1882,0
798852,1431,0
798975,1645,0
799035,1571,0
799071,1205,0
799099,1005,0
799155,1175,0
799278,1489,0
799297,1100,0
799319,1158,0
799371,933,0
