,microsecs,n_reprocessing
107476,1034,0
107488,957,0
107516,864,0
107536,1337,0
107547,1007,0
107575,1282,0
107600,1609,0
107614,716,0
107653,757,0
107808,1111,0
107830,1451,0
107872,824,0
108047,802,0
108163,1409,0
108354,783,0
108477,1806,0
108535,1583,0
108574,771,0
108718,3683,0
108729,1142,0
108753,4228,0
108812,1326,0
108832,1260,0
108863,1904,0
108891,725,0
109034,1248,0
109059,1139,0
109071,1188,0
109090,564,0
109151,833,0
109273,1189,0
109302,1726,0
109321,1019,0
109341,1281,0
109361,814,0
109381,1486,0
109401,895,0
109436,2119,0
109455,725,0
109486,817,0
109617,1557,0
109653,1153,0
109681,1323,0
109709,1654,0
109760,1409,0
109804,1321,0
109820,715,0
109905,1073,0
109933,2096,0
109968,1370,0
110009,1170,0
110138,1671,0
110152,1057,0
110171,1012,0
110202,813,0
110324,1647,0
110345,890,0
110381,1438,0
110408,1707,0
110427,1466,0
110439,1221,0
110468,1485,0
110503,1390,0
110522,1117,0
110573,947,0
110592,818,0
110612,1718,0
110640,1374,0
110675,626,0
110702,1459,0
110714,1140,0
110769,744,0
110897,1588,0
111096,1596,0
111127,725,0
111410,1501,0
111441,793,0
111573,1510,0
111600,1001,0
111652,1345,0
111664,1193,0
111683,601,0
111715,1370,0
111746,777,0
111797,1254,0
111818,1143,0
111846,1565,0
111877,774,0
112136,967,0
112156,1563,0
112211,859,0
112335,1378,0
112379,1165,0
112405,1723,0
112424,1023,0
112604,1773,0
112624,1324,0
112679,881,0
112803,2165,0
112959,1173,0
112987,815,0
113015,1599,0
113040,1810,0
113055,1329,0
113106,985,0
113150,1564,0
113193,693,0
113237,1500,0
113376,1110,0
113403,940,0
113431,2040,0
113453,698,0
113497,996,0
113542,1561,0
113571,1710,0
113598,1185,0
113866,1555,0
113918,1349,0
113964,721,0
114091,1954,0
114135,746,0
114387,1402,0
114432,1286,0
114467,1679,0
114506,916,0
114638,1110,0
114665,686,0
114676,1542,0
114712,1284,0
114739,1356,0
114761,1139,0
114786,997,0
114829,1183,0
114859,1135,0
114876,1985,0
114897,1277,0
114987,1071,0
115007,1374,0
115027,1611,0
115074,910,0
115206,1388,0
115224,1842,0
115272,1103,0
115446,991,0
115468,510,0
115488,827,0
115534,971,0
115666,1193,0
115727,713,0
115872,1236,0
116014,1479,0
116067,943,0
116199,4029,0
116229,1328,0
116278,1214,0
116345,1024,0
116392,844,0
116541,1321,0
116544,3282,0
116580,1312,0
116628,1102,0
116643,1095,0
116672,1183,0
116695,1490,0
116718,1369,0
116745,917,0
116765,1276,0
116777,1133,0
116830,1340,0
116865,1173,0
117034,1953,0
117057,1489,0
117337,826,0
117359,1121,0
117385,1062,0
117405,1094,0
117438,2216,0
117460,1078,0
117479,626,0
117498,649,0
117544,616,0
117673,1309,0
117735,1860,0
117763,1001,0
117794,1052,0
117939,1266,0
118039,973,0
118067,1671,0
118087,1139,0
118106,1179,0
118169,927,0
118425,1664,0
118448,1210,0
118469,1342,0
118494,1309,0
118513,535,0
118532,985,0
118551,1294,0
118706,1377,0
118734,1371,0
118754,1168,0
118959,1745,0
118991,1256,0
119003,1255,0
119042,778,0
119174,2258,0
119186,1384,0
119205,905,0
119311,1187,0
119390,1426,0
119413,669,0
119540,1149,0
119663,904,0
119690,991,0
119718,1169,0
119737,1367,0
119765,1549,0
119793,1368,0
119821,1161,0
119855,1106,0
119875,872,0
119911,2715,0
119959,4049,0
119964,1266,0
119986,977,0
120013,1466,0
120175,1478,0
120330,1645,0
120376,794,0
120547,898,0
120567,1665,0
120598,655,0
120722,1048,0
120750,1057,0
120769,906,0
120801,1705,0
120816,742,0
120844,766,0
120880,1336,0
120899,1356,0
121199,1568,0
121235,1199,0
121262,771,0
121314,1156,0
121366,2487,0
121413,899,0
121604,1541,0
121628,1683,0
121648,1128,0
121695,675,0
121818,1140,0
121966,1141,0
121994,671,0
122056,609,0
122342,1115,0
122506,1015,0
122524,1027,0
122555,1231,0
122590,1679,0
122649,902,0
122792,893,0
122916,1642,0
122939,1504,0
122963,868,0
122991,1454,0
123019,728,0
123047,1120,0
123067,1458,0
123095,991,0
123122,610,0
123143,1883,0
123162,1400,0
123197,1533,0
123217,1670,0
123245,1187,0
123266,1450,0
123292,974,0
123316,1353,0
123339,938,0
123374,1365,0
123567,1363,0
123598,2121,0
123628,981,0
123653,1171,0
123688,1298,0
123735,807,0
123867,1057,0
123911,1713,0
123931,2366,0
123967,2791,0
124030,887,0
124162,2359,0
124207,1432,0
124241,599,0
124280,1500,0
124302,6459,0
124357,794,0
124469,535,0
124492,1376,0
124552,1306,0
124607,660,0
124699,1373,0
124766,1146,0
124793,1522,0
124848,1064,0
124985,1563,0
125144,1495,0
125165,1410,0
125208,1415,0
125271,863,0
125402,1027,0
125437,958,0
125476,897,0
125608,1026,0
125636,1111,0
125670,836,0
125690,909,0
125736,1699,0
125777,1544,0
125804,1035,0
125832,1019,0
125867,1556,0
125915,1128,0
126046,1417,0
126074,1350,0
126239,833,0
126299,827,0
126433,1438,0
126471,1457,0
126501,1423,0
126521,920,0
126541,1422,0
126596,848,0
126745,1568,0
126774,1029,0
126802,1320,0
126827,1156,0
126863,1519,0
126891,822,0
126910,631,0
126945,1366,0
126981,1671,0
126996,1406,0
127021,1434,0
127040,1258,0
127051,645,0
127095,1068,0
127122,948,0
127151,1310,0
127182,1454,0
127253,747,0
127272,915,0
127300,1525,0
127331,898,0
127471,1823,0
127525,752,0
127652,1468,0
127707,1485,0
127878,1333,0
127901,1187,0
127929,1473,0
127977,870,0
128005,1204,0
128041,1558,0
128072,1480,0
128105,1573,0
128176,830,0
128313,1581,0
128335,1129,0
128370,1222,0
128395,1413,0
128410,1452,0
128446,1195,0
128504,1373,0
128539,1082,0
128567,1403,0
128600,1404,0
128638,1114,0
128677,843,0
128817,2161,0
128837,1217,0
128872,1441,0
128893,1052,0
128908,1305,0
128925,934,0
128953,1085,0
128981,1572,0
129022,1338,0
129071,759,0
129209,784,0
129231,1145,0
129248,1306,0
129427,1592,0
129456,1573,0
129492,1450,0
129671,1261,0
129734,916,0
129863,1320,0
129909,922,0
129974,1434,0
130010,977,0
130073,754,0
130222,1475,0
130249,1417,0
130277,867,0
130320,1549,0
130340,1505,0
130368,1668,0
130388,2168,0
130420,2388,0
130451,1554,0
130471,1093,0
130506,1581,0
130527,2206,0
130558,688,0
130706,1069,0
130750,1312,0
130805,981,0
130927,1355,0
131117,2115,0
131137,1188,0
131165,1323,0
131201,1236,0
131252,827,0
131286,1233,0
131308,1325,0
131336,930,0
131374,1528,0
131528,1516,0
131547,725,0
131574,807,0
131634,1758,0
131665,736,0
131794,1126,0
131824,654,0
131855,1703,0
131911,1288,0
132107,1458,0
132137,1170,0
132174,1468,0
132208,887,0
132225,1153,0
132252,736,0
132280,1663,0
132316,1764,0
132328,1106,0
132394,1680,0
132414,1255,0
132441,1353,0
132469,1711,0
132496,1645,0
132516,1173,0
132568,1314,0
132595,1220,0
132615,1382,0
132643,1909,0
132663,1315,0
132707,2571,0
132731,1529,0
132762,1211,0
132798,1274,0
132823,1462,0
132870,992,0
132904,1313,0
132947,1382,0
132980,1931,0
133011,1278,0
133038,1072,0
133068,1224,0
133092,2222,0
133112,1240,0
133179,1356,0
133207,1053,0
133235,1451,0
133262,1330,0
133290,1209,0
133470,1174,0
133506,1563,0
133525,1000,0
133561,1066,0
133605,1265,0
133649,1388,0
133809,1780,0
133838,1393,0
133869,1606,0
133897,1592,0
133916,1107,0
133963,632,0
134145,637,0
134285,1465,0
134312,1305,0
134344,653,0
134482,2170,0
134500,1578,0
134516,861,0
134695,1545,0
134739,1509,0
134759,1569,0
134806,734,0
134941,2191,0
134982,1599,0
135009,1185,0
135021,1206,0
135037,1630,0
135096,681,0
135235,1481,0
135256,893,0
135299,984,0
135327,1189,0
135354,731,0
135384,1483,0
135410,1120,0
135437,1049,0
135484,659,0
135620,1451,0
135652,1157,0
135680,1077,0
135717,1459,0
135736,2578,0
135772,1013,0
135809,1093,0
135841,641,0
135896,954,0
136013,1939,0
136047,2732,0
136074,1390,0
136109,953,0
136128,792,0
136155,1081,0
136207,1056,0
136266,1011,0
136302,1320,0
136352,1086,0
136383,1019,0
136560,632,0
136588,928,0
136615,1488,0
136661,1292,0
136703,1502,0
136723,881,0
136759,1720,0
136779,1464,0
136799,1042,0
136884,838,0
136985,1376,0
137041,639,0
137188,1570,0
137207,1121,0
137226,973,0
137265,809,0
137391,1137,0
137564,1774,0
137600,1486,0
137637,1408,0
137663,1245,0
137687,1234,0
137707,1223,0
137759,942,0
137795,1064,0
137831,1202,0
137869,665,0
137992,917,0
138038,1496,0
138107,920,0
138214,1503,0
138243,1088,0
138267,1459,0
138283,1330,0
138303,1171,0
138366,789,0
138466,1340,0
138486,1344,0
138525,738,0
138748,1443,0
138792,860,0
138889,1463,0
138920,1345,0
138948,2775,0
138968,1028,0
138987,847,0
139006,509,0
139031,1048,0
139158,1401,0
139186,1523,0
139207,1317,0
139245,815,0
139353,1272,0
139376,1483,0
139407,1136,0
139439,1545,0
139567,1934,0
139598,903,0
139665,1354,0
139692,912,0
139883,609,0
139970,868,0
140062,1048,0
140223,1574,0
140256,1062,0
140296,1083,0
140331,937,0
140358,1909,0
140394,1130,0
140406,988,0
140586,1231,0
140606,1468,0
140618,964,0
140646,1261,0
140690,1495,0
140785,689,0
140853,1670,0
140900,881,0
140968,1223,0
141012,1312,0
141024,1071,0
141124,1364,0
141145,925,0
141342,1424,0
141376,1182,0
141403,851,0
141514,676,0
141590,1299,0
141618,1219,0
141694,1484,0
141725,858,0
141804,961,0
141899,760,0
141982,794,0
141994,965,0
142073,985,0
142141,1194,0
142176,1005,0
142209,1799,0
142253,1465,0
142290,1415,0
142321,629,0
142405,1320,0
142417,1313,0
142437,1463,0
142471,1234,0
142493,1382,0
142529,1198,0
142557,792,0
142657,2132,0
142685,1289,0
142748,1322,0
142764,1247,0
142784,1097,0
142812,1531,0
142831,1037,0
142851,1355,0
142887,905,0
142918,591,0
143005,834,0
143074,1202,0
143116,1220,0
143244,1633,0
143284,856,0
143315,867,0
143391,1159,0
143485,1200,0
143519,896,0
143566,805,0
143658,1680,0
143713,1492,0
143775,894,0
143843,1660,0
143873,1167,0
143995,1067,0
144023,1625,0
144067,1537,0
144099,1492,0
144122,843,0
144150,1281,0
144178,1562,0
144190,864,0
144226,1174,0
144238,1457,0
144265,914,0
144371,1323,0
144382,767,0
144408,1442,0
144427,1409,0
144455,1412,0
144474,1475,0
144502,984,0
144515,1592,0
144558,1483,0
144586,1537,0
144694,1416,0
144732,1259,0
144749,931,0
144844,1000,0
144896,715,0
144972,924,0
144995,1271,0
145019,1252,0
145118,1176,0
145142,1206,0
145185,945,0
145269,1391,0
145288,800,0
145335,782,0
145419,1251,0
145439,1385,0
145467,1892,0
145502,1183,0
145565,831,0
145641,1240,0
145661,1498,0
145689,1248,0
145797,1190,0
145825,1225,0
145906,1013,0
145943,1418,0
145972,1277,0
146000,1277,0
146020,1429,0
146056,1740,0
146092,1465,0
146191,1380,0
146219,1358,0
146246,852,0
146354,1811,0
146366,957,0
146394,2578,0
146494,1482,0
146514,1422,0
146550,1665,0
146570,946,0
146702,1395,0
146738,1405,0
146771,1499,0
146881,843,0
146909,1089,0
146936,1647,0
147000,1429,0
147020,1417,0
147040,1102,0
147157,1211,0
147211,804,0
147279,1565,0
147307,1095,0
147342,1051,0
147370,1562,0
147390,1387,0
147410,856,0
147478,1644,0
147498,1346,0
147529,833,0
147597,1219,0
147724,911,0
147792,1404,0
147850,870,0
147919,1685,0
147935,1005,0
147968,1486,0
147983,877,0
148083,981,0
148103,784,0
148130,1468,0
148165,1025,0
148273,1598,0
148287,1067,0
148324,607,0
148392,1251,0
148412,1423,0
148440,1489,0
148468,1459,0
148488,1426,0
148523,852,0
148543,1091,0
148570,1145,0
148582,1462,0
148594,1450,0
148697,900,0
148773,1460,0
148801,1113,0
148814,1325,0
148857,1313,0
148896,782,0
148963,779,0
149010,892,0
149077,1194,0
149152,1435,0
149172,1028,0
149215,2370,0
149235,1416,0
149297,724,0
149369,1297,0
149385,915,0
149412,920,0
149448,859,0
149460,1285,0
149560,1860,0
149580,1310,0
149680,1819,0
149708,990,0
149720,1672,0
149762,1174,0
149813,990,0
149849,1664,0
149941,1550,0
149969,1330,0
150005,1407,0
150049,1502,0
150093,1557,0
150140,1022,0
150207,614,0
150315,1242,0
150377,718,0
150444,822,0
150456,1175,0
150492,1430,0
150567,513,0
150595,1135,0
150775,1484,0
150788,1187,0
150815,1109,0
150847,1452,0
150873,1344,0
150907,1677,0
150919,1422,0
150943,1746,0
150989,1470,0
151045,702,0
151129,1583,0
151164,1783,0
151185,1485,0
151412,1223,0
151439,1216,0
151486,687,0
151545,1074,0
151597,1449,0
151617,1349,0
151629,1374,0
151641,1168,0
151693,1402,0
151713,1182,0
151757,1237,0
151777,1007,0
151896,1023,0
151915,1046,0
151974,1551,0
152026,1493,0
152073,826,0
152093,1356,0
152108,743,0
152128,1278,0
152159,859,0
152235,1484,0
152311,1263,0
152347,1358,0
152359,1660,0
152427,1728,0
152463,1310,0
152478,589,0
152491,7591,0
152506,1463,0
152565,2397,0
152585,843,0
152677,1207,0
152697,1422,0
152716,859,0
152744,875,0
152780,1742,0
152843,837,0
152871,1036,0
152883,1460,0
153006,1684,0
153018,1788,0
153094,1685,0
153130,1197,0
153198,1599,0
153242,1482,0
153310,1208,0
153402,1512,0
153422,1527,0
153442,1381,0
153505,799,0
153621,1428,0
153777,1525,0
153789,1130,0
153824,984,0
153855,760,0
153899,1284,0
153919,1627,0
153931,1131,0
153975,1317,0
154014,747,0
154050,1408,0
154070,1068,0
154141,714,0
154169,1394,0
154192,824,0
154240,4538,0
154295,14738,0
154310,5298,0
154394,4535,0
154481,1556,0
154537,1559,0
154564,900,0
154576,9155,0
154603,1809,0
154618,1388,0
154660,1470,0
154738,747,0
154798,1210,0
154821,850,0
154889,1298,0
154916,901,0
154939,1309,0
154971,692,0
155039,1417,0
155092,841,0
155178,766,0
155238,1476,0
155258,1117,0
155278,1881,0
155301,824,0
155361,1373,0
155408,994,0
155484,1601,0
155496,1517,0
155580,1491,0
155600,1079,0
155631,801,0
155723,1381,0
155735,1567,0
155842,1229,0
155869,770,0
155897,1455,0
155933,1606,0
155964,1184,0
156008,854,0
156159,802,0
156235,1334,0
156311,1705,0
156350,673,0
156442,1318,0
156505,1379,0
156529,1072,0
156549,790,0
156612,747,0
156691,943,0
156866,672,0
156926,1191,0
156938,1224,0
156965,1383,0
156993,1159,0
157021,1279,0
157089,1220,0
157117,1239,0
157153,1269,0
157229,1518,0
157241,1546,0
157265,1333,0
157300,1071,0
157376,1407,0
157423,833,0
157490,1671,0
157521,910,0
157620,1643,0
157643,1464,0
157667,828,0
157695,980,0
157723,1464,0
157743,1175,0
157798,768,0
157882,1690,0
157914,1487,0
157959,1459,0
157989,1357,0
158001,898,0
158029,1267,0
158113,1610,0
158152,721,0
158219,1616,0
158240,867,0
158268,1366,0
158300,1153,0
158342,1016,0
158402,1320,0
158437,1181,0
158466,1467,0
158485,1052,0
158513,1272,0
158533,1134,0
158561,1483,0
158709,1303,0
158786,1088,0
158829,1283,0
158849,1129,0
158893,987,0
158924,1042,0
159053,1744,0
159102,1466,0
159126,763,0
159196,918,0
159275,1270,0
159335,1489,0
159363,1631,0
159375,1352,0
159394,1536,0
159414,1388,0
159433,1227,0
159453,1107,0
159465,1179,0
159485,884,0
159519,1667,0
159586,1601,0
159625,822,0
159696,791,0
159760,1384,0
159792,1513,0
159812,1110,0
159855,1076,0
159883,1574,0
159903,1444,0
159942,782,0
160016,1201,0
160063,688,0
160123,1206,0
160266,771,0
160341,1330,0
160361,862,0
160400,1176,0
160460,1458,0
160520,1937,0
160547,1001,0
160733,1249,0
160764,1468,0
160789,1225,0
160809,1211,0
160821,1339,0
160841,1206,0
160876,1962,0
160896,1199,0
160916,1334,0
161011,793,0
161071,908,0
161099,1098,0
161111,1037,0
161158,931,0
161226,1206,0
161246,1677,0
161338,1521,0
161350,1036,0
161386,1104,0
161433,914,0
161509,1504,0
161528,963,0
161564,1360,0
161603,849,0
161674,875,0
161758,1127,0
161818,1427,0
161838,1067,0
161858,1209,0
161870,830,0
161945,1463,0
161965,1829,0
162000,671,0
162026,1369,0
162046,1176,0
162069,880,0
162129,1291,0
162237,1023,0
162272,1524,0
162284,1348,0
162315,938,0
162383,1109,0
162419,1148,0
162439,1303,0
162595,1462,0
162615,1676,0
162734,1597,0
162778,661,0
162854,1320,0
162874,1385,0
162950,1507,0
162963,1294,0
162990,1178,0
163009,1029,0
163029,1016,0
163083,1332,0
163115,1455,0
163135,1316,0
163166,844,0
163266,1599,0
163286,1561,0
163314,1392,0
163334,1341,0
163370,1567,0
163398,1478,0
163410,1729,0
163422,1308,0
163447,1532,0
163470,1267,0
163541,878,0
163601,1448,0
163621,1286,0
163649,1820,0
163661,1151,0
163680,1076,0
163716,1683,0
163759,1216,0
163771,1253,0
163850,948,0
163937,659,0
164061,1228,0
164276,1038,0
164411,789,0
164487,1143,0
164530,935,0
164558,1383,0
164585,842,0
164620,1419,0
164656,1362,0
164691,1156,0
164722,800,0
164788,900,0
164823,1447,0
164835,1497,0
164858,2028,0
164939,1344,0
164983,1541,0
165003,1333,0
165058,863,0
165134,1281,0
165162,1102,0
165233,887,0
165312,774,0
165391,1357,0
165459,864,0
165554,1183,0
165614,1331,0
165626,1587,0
165678,1324,0
165713,1029,0
165730,2048,0
165761,1731,0
165792,852,0
165868,1233,0
165896,1218,0
165922,1607,0
165944,1121,0
165964,1368,0
166006,2123,0
166055,2849,0
166115,1612,0
166143,1481,0
166238,947,0
166301,1655,0
166332,1406,0
166347,971,0
166372,1337,0
166391,1154,0
166425,1302,0
166445,966,0
166489,921,0
166528,895,0
166611,1569,0
166624,1830,0
166635,1480,0
166649,1422,0
166675,1984,0
166686,1019,0
166793,1587,0
166885,1482,0
166951,1874,0
166975,834,0
167046,1191,0
167114,1548,0
167238,1413,0
167258,1311,0
167294,924,0
167337,1548,0
167349,984,0
167369,1920,0
167408,904,0
167476,1119,0
167507,806,0
167586,910,0
167637,727,0
167693,1380,0
167719,1521,0
167798,764,0
167858,1001,0
167897,1746,0
167919,1957,0
167966,929,0
168045,785,0
168116,689,0
168223,1373,0
168259,2100,0
168389,1606,0
168403,1183,0
168415,867,0
168459,1480,0
168510,1059,0
168530,1355,0
168657,900,0
168728,782,0
168788,1660,0
168835,607,0
168910,1424,0
168923,1561,0
168954,726,0
169022,1658,0
169061,852,0
169137,1553,0
169234,1553,0
169264,1417,0
169286,961,0
169346,1232,0
169398,896,0
169418,1744,0
169489,890,0
169589,1512,0
169615,1233,0
169635,996,0
169663,1352,0
169702,606,0
169844,949,0
169920,999,0
169935,734,0
169995,1913,0
170021,1035,0
170032,723,0
170063,847,0
170141,769,0
170264,1629,0
170279,1304,0
170331,847,0
170386,865,0
170445,794,0
170472,1568,0
170492,1767,0
170519,1329,0
170532,1690,0
170563,911,0
170647,1839,0
170658,1190,0
170678,1199,0
170693,825,0
170761,1540,0
170869,1308,0
170881,1143,0
170989,1514,0
171001,1372,0
171068,887,0
171232,1417,0
171252,1364,0
171390,2439,0
171447,891,0
171515,816,0
171527,1643,0
171611,1612,0
171647,1073,0
171675,2227,0
171810,709,0
171862,1164,0
171880,2549,0
171936,703,0
171964,1492,0
172016,1579,0
172039,649,0
172126,1581,0
172146,1599,0
172158,1128,0
172178,1493,0
172214,1532,0
172282,1993,0
172327,1237,0
172429,728,0
172585,1430,0
172604,2035,0
172632,1792,0
172803,1067,0
172865,2282,0
172916,1699,0
172927,614,0
172955,1117,0
173111,1419,0
173154,1074,0
173230,1263,0
173300,1252,0
173317,1172,0
173337,1137,0
173475,801,0
173494,598,0
173517,692,0
173600,1238,0
173660,1419,0
173687,1243,0
173771,1490,0
173838,1051,0
173881,1476,0
174104,1697,0
174121,1764,0
174196,826,0
174239,1255,0
174259,1221,0
174293,666,0
174305,1841,0
174325,1018,0
174425,1641,0
174437,1328,0
174480,1550,0
174500,874,0
174576,1560,0
174594,1502,0
174616,1224,0
174628,1434,0
174682,786,0
174781,1193,0
175044,1417,0
175083,1824,0
175119,1208,0
175139,1072,0
175170,727,0
175344,819,0
175395,1315,0
175502,1788,0
175523,1227,0
175598,1285,0
175625,828,0
175640,1032,0
175692,1723,0
175740,1703,0
175763,1566,0
175903,1078,0
175915,1484,0
175943,1871,0
175987,1472,0
176079,1238,0
176099,1142,0
176127,1174,0
176270,731,0
176506,2675,0
176533,1144,0
176564,745,0
176639,1707,0
176651,1342,0
176670,1460,0
176753,1230,0
176773,1545,0
176801,1708,0
176925,1209,0
176953,970,0
176968,859,0
177060,1669,0
177089,1454,0
177108,1580,0
177127,1183,0
177211,2104,0
177234,685,0
177369,736,0
177484,1094,0
177498,1024,0
177540,1527,0
177552,1025,0
177620,1368,0
177680,1425,0
177691,565,0
177767,1370,0
177801,1205,0
177869,1047,0
177897,1967,0
177909,1506,0
177967,1057,0
177987,1278,0
178022,1429,0
178053,1003,0
178105,1091,0
178117,1417,0
178134,1367,0
178160,751,0
178220,959,0
178312,1068,0
178476,1255,0
178624,990,0
178644,1479,0
178747,1329,0
178755,1263,0
178767,931,0
178795,1659,0
178919,1179,0
178979,2062,0
179071,1492,0
179209,1574,0
179237,1504,0
179272,1602,0
179292,816,0
179319,1304,0
179346,1645,0
179366,1380,0
179386,883,0
179405,1039,0
179432,598,0
179460,847,0
179480,1358,0
179492,845,0
179592,1981,0
179631,843,0
179707,1494,0
179751,1057,0
179782,784,0
179842,1201,0
179854,814,0
179881,1375,0
179957,1496,0
179984,543,0
180022,812,0
180082,1272,0
180121,645,0
180200,628,0
180284,1541,0
180312,1230,0
180364,1311,0
180384,1444,0
180419,1298,0
180439,716,0
180467,1026,0
180479,1015,0
180642,783,0
180689,821,0
180768,800,0
180927,723,0
181086,1512,0
181137,747,0
181204,1180,0
181224,1399,0
181247,845,0
181308,1324,0
181335,1159,0
181355,1336,0
181383,1132,0
181398,563,0
181473,1285,0
181508,762,0
181528,1538,0
181548,2669,0
181575,1363,0
181744,1635,0
181759,1223,0
181792,1512,0
181923,1509,0
181958,617,0
182021,2077,0
182081,1264,0
182141,1695,0
182162,1079,0
182198,1526,0
182225,1383,0
182236,1276,0
182256,1305,0
182367,762,0
182518,1056,0
182586,1383,0
182648,890,0
182780,1552,0
182808,1357,0
182879,944,0
182947,1362,0
182975,1424,0
182995,1573,0
183016,1296,0
183059,1393,0
183087,1508,0
183115,1266,0
183127,1463,0
183211,931,0
183247,1071,0
183267,1519,0
183436,1330,0
183474,1001,0
183507,1281,0
183556,767,0
183656,1436,0
183699,1416,0
183751,1783,0
183771,1281,0
183783,941,0
183819,909,0
183843,1460,0
183910,909,0
184018,1332,0
184085,1170,0
184097,1507,0
184117,985,0
184141,1435,0
184165,1288,0
184200,1631,0
184220,860,0
184248,1148,0
184291,1365,0
184311,1595,0
184357,1195,0
184402,759,0
184470,1338,0
184509,1078,0
184684,829,0
184758,1474,0
184791,1273,0
184824,1039,0
184911,745,0
184979,1420,0
185050,841,0
185118,1046,0
185145,928,0
185173,1340,0
185220,629,0
185323,1867,0
185347,636,0
185367,1415,0
185378,486,0
185489,804,0
185565,1389,0
185617,911,0
185709,1505,0
185737,984,0
185816,808,0
185903,821,0
185971,1657,0
186007,1461,0
186067,1463,0
186170,981,0
186246,1703,0
186274,1685,0
186318,1547,0
186353,1272,0
186381,1561,0
186393,1016,0
186437,1727,0
186476,839,0
186552,1615,0
186580,1527,0
186616,1791,0
186638,1088,0
186663,1260,0
186683,1679,0
186746,950,0
186814,1933,0
186834,1250,0
186904,947,0
186980,1272,0
187011,917,0
187071,1560,0
187082,849,0
187117,676,0
187129,1487,0
187278,4101,0
187310,1329,0
187346,1724,0
187377,1570,0
187413,930,0
187540,857,0
187632,1509,0
187668,1358,0
187735,2593,0
187771,934,0
187818,912,0
187910,1399,0
187965,1591,0
187980,1597,0
187992,1505,0
188004,1340,0
188032,1389,0
188052,1486,0
188099,907,0
188286,974,0
188309,1048,0
188401,1457,0
188443,1121,0
188470,1293,0
188498,1421,0
188550,1052,0
188590,1681,0
188616,1317,0
188635,1379,0
188681,1858,0
188740,901,0
188834,1198,0
188851,1294,0
188894,756,0
188922,2074,0
188950,1130,0
189008,1487,0
189035,1502,0
189064,1387,0
189076,1728,0
189083,21060,0
189135,749,0
189234,1335,0
189259,1534,0
